a0, C2, C5, C6
http://yago-knowledge.org/resource/Corpus_Signorum_Imperii_Romani_U003A__Great_Britain_U002C__Vol_U002E__1_U002C__Fascicule_2_Q97396407,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Councils_And_Synods_With_Other_Documents_Relating_To_The_English_Church_U002E__Vol_U002E__I_U002E__A_U002E_D_U002E__871_U2013_1204_Q98785832,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Countercoup_U003A__The_Struggle_For_The_Control_Of_Iran_Q117357140,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Counting_On_Marilyn_Waring_U003A__New_Advances_In_Feminist_Economics_Q106938227,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Crisis_of_Conscience,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Cross-Fire_Q111588559,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Cross_Border_Teaching_And_The_Globalization_Of_Higher_Education_U002E__Problems_Of_Funding_U002C__Curriculum_Quality_And_International_Accreditation_Q112796196,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Curse_of_Strahd,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Cursus_Publicus_U003A__The_Infrastructure_Of_Government_In_Roman_Britain_Q100349759,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Cuventari_Funebrale_Şi_Iertaţiuni_Din_Auctori_Renumiţi_Şi_Din_Scriptele__U005B_Lui_U005D__Georgiu_Molnaru_Q95118188,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Cyfri_U0027_R_Cewri_Q99227923,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Cynical_Theories,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Daddy_u0027_s_Roommate,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Dakshinatya_Bhramana_Q107079259,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Dali_Jatiya_Khadya_Phasala_Q107562492,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Dalīl_Al-_U1E6D_Ālib_Li-Nayl_Al-Ma_U1E6D_Ālib_Q99463191,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Dandelions_Of_Great_Britain_And_Ireland_U002E__Bsbi_Handbook_No_U002E__9_Q104369256,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Daomu_Biji,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Dardhyata_Bhakti_Q107079791,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Dariyara_Guhari_Q107562433,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Das_Fränkische_Gräberfeld_Köln-Mungersdorf_Q95470821,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Das_Gesamte_Deutsche_Gnadenrecht_Nebst_Verwandten_Gebieten_Q84946542,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Dasa_Kumara_Charita_Q107079792,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Dasa_Kumari_Charita_Q107079793,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Dasabidya_Malasri_Q107079435,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Data_Processing_In_Archaeology_Q100989237,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Date_Istorice_Despre_Protopopiatele_U002C__Parohiile_Mănăstirile_Române_Din_Maramureș_Din_Timpurile_Vechi_Până_În_Anul_1911_Q95116996,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Daughters_For_Sale_Q105946620,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Day_Trader_Q105707361,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/DaʻWah_Ilá_Al-Mūsīqá_Q115575538,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/De_Burgerlijke_Stand_Van_Malang_U002E__Geboorteregisters_1935_U002C__1936_U002C__1938_En_1939_Q106688128,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/De_Corbière_À_Tristan_Q92206115,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/De_La_Prison_À_La_Révolte_Q115632935,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/De_Nordiske_Guldbrakteater_Q95502657,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/De_Unde_Nu_Este_Rentorcere_U003A__Roman_De_Adrien_Gabrielly_Q95119099,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Death_And_The_Noble_Body_In_Medieval_England_Q90911826,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Death_In_Medieval_England_U003A__An_Archaeology_Q97694760,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Death_Prefers_Blondes,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Death_U0027_S_Dream_Kingdom_Q106086389,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Debiprasanna_Pattanayak_U003A__Collection_Of_Writings_Q107562434,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/December_U0027_S_Gift_Q112136339,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Defining_Moments_U003A__When_Managers_Must_Choose_Between_Right_And_Right_Q115132265,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Del_Fac_A_La_Reunió_De_Perpinyà_Q111966379,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Della_Moneta,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Delta_Of_Venus_Q106685185,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Depreciation_Policies_And_Resultant_Problems_Q107104369,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Depreciation_Reform_And_Capital_Replacement_Q107104296,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Der_Bau_Der_Bayerischen_Eisenbahnen_Rechts_Des_Rheines_Q106470283,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Der_Blockierte_Riese_U002E__Psycho-Analyse_Der_Katholischen_Kirche_Q107185908,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Der_Clown_Ohne_Ort_Q105169912,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Der_Rechtsschutz_Des_Bildenden_Künstlers_Q105156821,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Des_Femmes_Et_Des_Lignages_Q111043182,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Des_Hommes_Et_Des_Forêts_Q110157523,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Descriptio_Larii_Lacus_Q108000678,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Desi_Chasa_Q107562493,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Design_Patterns,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Detransition_u002C__Baby,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Deutliche_Anweisung_Zur_Feuerwerkerey_Q117327780,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Devotional_Exercises__U002F__Los_Ejercicios_Devotos_Of_Sor_Juana_Inés_De_La_Cruz_U002C__Mexico_U2019_S_Prodigious_Nun__U0028_1648-1695_U0029__Q112813820,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Dhananjaya_Bijaya_Q107079455,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Dharakota_Darsana_Q107079456,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Dharmaniti_Q107079457,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Dhenkanala_Bhugola_Q107079258,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Dhunwa_Otang_Ag_Kana_Q62696352,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Dialogues_Sur_Le_Commerce_Des_Bleds_Q28494208,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Diario_1921_Q20534320,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Die_Forstlichen_Verhältnisse_Dänemarks_U003A__Ein_Bericht_Über_Eine_Forstliche_Studienreise_Q106217416,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Die_Forstwirtschaft_Dänemarks_U003A__Ein_Überblick_Q106203515,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Die_Kgl_U002E__Bayerischen_Staatseisenbahnen_In_Geschichtlicher_Und_Statistischer_Beziehung_Q114172788,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Die_Stalinorgel_Q28176426,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Die_Warheit_Unseres_Planeten_Q79384523,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Difference_Is_Born_On_The_Lips_Q115558753,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Digging_to_America,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Digital_Anthropology_Q114420507,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Digital_Ethnography_U003A__Principles_And_Practice_Q109665810,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Discovering_Modernism__U003A__T_U002E__S_U002E__Eliot_And_His_Context_Q87147658,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Disertaţiune_Despre_Episcopii_Şi_Vicarii_Români_Din_Maramureş_Q95118769,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Dizionario_Artisti_Italiani_Viventi_Q112970799,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Dizionario_Degli_Scultori_Italiani_Dal_Neoclassicismo_Al_Liberty_Q113138150,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Docent_Basset_U002E__12_Prac_Herkulesa_Miziaka_Q108887782,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Doe_Het_Toch_Maar_Q110228008,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Doing_Exercise_Psychology_Q105709711,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Don_U0027_T_Attend_My_Wedding_Q111370744,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Dorothea_U0027_S_War_Q112107482,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Dragi_Kamen,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Dreadfully_Titled_Story_Q106661435,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Dreptakiada_Q108887845,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Dreptakowisko_Q108887841,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Drug_And_Alcohol_Consumption_As_Functions_Of_Social_Structures_U002E__A_Cross-Cultural_Sociology_Q112972382,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Drustanta_Darpana_Q107079459,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Du_Village_Au_Palais_Q88205921,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Dues_Monedes_Q111008471,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Duplessis_Est_Encore_En_Vie_Q105762058,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Durgotsaba_Chandrika_Q107079462,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Dust_Q99337260,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Dwitiya_Patha_Q107079463,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Earliest_Arthurian_Texts_Q112972474,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Early_Man_In_North-East_Yorkshire_Q104033915,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Earth_Magic_Q110816179,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Easy_Latin_Stories_For_Beginners_Q98687009,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Echoes_Across_The_Niger_Q111494589,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Educating_The_Reasonable_U003A__Political_Liberalism_And_Public_Education_Q112253794,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Educação_Musical_Através_Do_Teclado_Q106626189,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Effluents_Q66010703,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Eileen_Gray_And_The_Design_Of_Sapphic_Modernity_U003A__Staying_In_Q109336421,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Einfach_Vegantastisch_Kochen_Q99982352,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Ekamra_Chandrika_Q107079797,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/El_Alcázar_De_Segovia_Q104621823,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/El_Bell_País_On_Els_Homes_Desitgen_Els_Homes_Q100230119,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/El_Brujo_De_Carranzales_Q107493483,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/El_Pensamiento_Del_Poema_Q100894695,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/El_Treball_Domèstic_Femení_A_La_València_Del_Segle_Xvii_Q106506722,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/El_Umbral_Del_Tiempo_Q112324350,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Eleanor_and_Franklin__u0028_book_u0029_,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Eliza_U0027_S_Journal_U003A__A_Gentlewoman_U0027_S_Experiences_In_New_Zealand_In_The_Late_1850S_Q96004636,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Els_Comtes_De_Bunyol__U0028_Segles_Xvi-Xvii_U0029__Q106506736,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Els_Fantàstics_70__U0028_1969-1794_U0029__Q106506731,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Emancipation_Day_U003A__Celebrating_Freedom_In_Canada_Q110815918,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Embedded_Linux_U003A__Understand_U002C__Develop_U002C__Succeed_Q104930188,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/En_Los_Zapatos_De_Valeria_Q94714811,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Ena_Y_Bee_U002E__En_Defensa_De_Una_Amistad_Q89131479,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Enciclopedia_Familiilor_Nobile_Maramureşene_De_Origine_Română_Q87004637,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Encounters_U003A__An_Exhibition_Of_Paintings_And_Drawings_From_1967-1982_Q63413748,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Encyclopédie_Des_Plantes_Libres_Q114857079,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Endimion__U0026__Phœbe_Q104450438,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/England_In_The_Reign_Of_Edward_Iii_Q88774034,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/England_U0027_S_Grievance_Discovered_U002C__In_Relation_To_The_Coal-Trade_Q113510069,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/England_U002C__Prussia_U002C__And_The_Seven_Years_War_U003A__Studies_In_Alliance_Policies_And_Diplomacy_Q113135601,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/England_Under_The_Norman_And_Angevin_Kings_U002C__1075_U2013_1225_Q104645800,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/English_135_U002E_8_Q100554873,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/English_Coastal_Evolution_Q115497415,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/English_Collegiate_Churches_Q90911676,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/English_Ecclesiastical_Studies_Q90911472,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/English_For_Agricultural_Sciences_Q113378035,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/English_Heritage_Book_Of_Anglo-Saxon_England_Q104089662,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/English_Heritage_Book_Of_Viking_Age_England_Q94694404,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/English_Historic_Carpentry_Q101483386,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/English_Medieval_Boroughs_U003A__A_Handlist_Q90316337,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/English_Romanesque_Architecture_After_The_Conquest_Q104647621,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/English_Vernacular_Houses_Q91024237,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Entangled_Life,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Entangled_U002E__An_Archaeology_Of_The_Relationships_Between_Humans_And_Things_Q60362057,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Entrata_Facile_E_Sicura_Nel_Paradiso_Q107985634,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Entwürfe_Zum_Bau_Billiger_Häuser_Für_Arbeiter_U_U002E__Kleine_Familien_Mit_Angabe_Der_Baukosten_Q108308930,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Environment_U002C__Society_And_Landscape_In_Early_Medieval_England_U003A__Time_And_Topography_Q97694040,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Envisioning_Emancipation_U003A__Black_Americans_And_The_End_Of_Slavery_Q105679342,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Eros_the_Bittersweet,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Escolas_Inclusivas_U003A__Construindo_Educação_Coletivamente_Q108806112,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Especies_Urbanas_Q106506726,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Essay_On_Francesco_Filippini_Q108176997,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Essay_On_The_Classification_Of_The_Insane_Q109578714,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Essays_In_Leicestershire_History_Q94998788,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Et_U003A__The_Book_Of_The_Green_Planet_Q101597065,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Ethnies_U002C__Partis_Politiques_Et_Cohésion_Nationale_U003A__Sur_Les_Chemins_De_La_Réconciliation_Nationale_En_Guinée_Q106601331,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Etiquetas_De_La_Casa_De_Austria_Q106040082,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Europe_U0027_S_Indians_U003A__Producing_Racial_Difference_U002C__1500_U2013_1900_Q107432818,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Euskararen_Auziaz_Q116690643,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Evangelio_Q110612361,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Everyone_on_the_Moon_Is_Essential_Personnel,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Everything_Is_F_u002A_cked,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Evolution_And_Ethics_Q10940402,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Ewerharzische_Zitter_Q61694903,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Excavations_At_Fishbourne_1961-1969_Vol_U002E__I_U003A__The_Site_Q97391726,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Excavations_At_Milla_Skerra_Sandwick_U002C__Unst_U003A__Rythmns_Of_Life_In_Iron_Age_Shetland_Q94696276,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Excavations_In_North_Elmham_Park_1967-1972_Q98804181,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Excavations_On_St_Patrick_U2019_S_Isle_U002C__Peel_U002C__Isle_Of_Man_1982_U2013_8_U002E__Prehistoric_U002C__Viking_U002C__Medieval_And_Later_Q98831543,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Exemplary_Kitchen_And_Practical_School_Of_Household_Q108593849,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Exercici_Del_Cristià_Q108071947,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Expedition_Deep_Ocean_U003A__The_First_Descent_To_The_Bottom_Of_All_Five_Oceans_Q99381278,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Explaining_The_Qur_U2019_An_U002E__A_Socio-Scientific_Inquiry_Q112766877,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Face_To_Face_With_The_Mexicans_Q19019441,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Faith_And_Charity_U003A__Religion_And_Humanitarian_Assistance_In_West_Africa_Q113508187,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Faithful_and_Virtuous_Night,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Fall_And_Rise_U003A__The_Story_Of_9_U002F_11_Q111511680,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
http://yago-knowledge.org/resource/Fantasy_Cricket_Expert_Q116028654,http://schema.org/Book,http://schema.org/Event,http://schema.org/CreativeWork
